Confirmation,OrbitalPeriod,PlanetRadius,InsolationFlux,EquilibriumTemp,StellarEffectiveTemp,StellarRadius,RA,Dec
CONFIRMED,10.573751447,2.07,844.0,120.25,5720.0,1.08,287.47852,38.22884
CONFIRMED,3.7847507,0.7,1311.0,699.15,6017.0,1.206,292.33755,47.6642
CANDIDATE,2.17291055,0.93,1507.0,1220.49,6164.0,1.045,294.86319,40.007511
CONFIRMED,18.2206024,1.78,786.0,90.43,5951.0,1.262,294.33646,44.918289
CANDIDATE,7.35101287,1.42,1064.0,303.08,5951.0,1.262,294.33646,44.918289
CONFIRMED,47.4497134,1.61,551.0,21.82,6007.0,1.126,299.67587,47.07584
CONFIRMED,0.929906166,1.48,2291.0,6514.57,6039.0,1.413,292.87228,46.098881
FALSE POSITIVE,0.784513087,131.4,10634.0,3036857.56,3853.0,78.869,299.55634,40.460297
CONFIRMED,4.11585514,1.93,895.0,151.55,4827.0,0.823,291.18497,40.311211
CANDIDATE,6.57159435,1.26,1211.0,507.81,6042.0,1.432,295.43967,44.039162
CONFIRMED,33.878639,3.52,564.0,24.0,5533.0,1.072,285.01721,42.085381
CONFIRMED,27.5722144,1.94,636.0,38.62,5912.0,1.09,292.08746,49.788761
CONFIRMED,2.12821621,0.7,1668.0,1831.55,5952.0,1.377,286.33835,48.744099
FALSE POSITIVE,0.703399912,2.15,2013.0,3879.31,5955.0,0.91,284.4447,40.693508
FALSE POSITIVE,2.5355023,2.7,1477.0,1127.68,6268.0,1.1,298.85361,40.131088
CANDIDATE,0.868122253,1.65,2047.0,4163.14,6116.0,1.084,293.68356,47.833141
FALSE POSITIVE,1.332560553,0.4,1249.0,574.99,4947.0,0.714,295.15051,46.772305
FALSE POSITIVE,18.936061,0.34,516.0,16.7,4947.0,0.714,295.15051,46.772305
CONFIRMED,10.65275054,2.2,737.0,69.81,5602.0,0.817,291.34998,45.172272
CONFIRMED,3.30040818,1.43,1543.0,1341.9,6333.0,1.438,296.29355,43.403271
FALSE POSITIVE,5.62950902,2.11,979.0,216.41,5822.0,0.898,298.03931,39.901939
CANDIDATE,13.84301228,1.98,699.0,56.45,5745.0,0.837,296.26456,39.40596
CONFIRMED,24.2758992,2.25,580.0,26.68,5745.0,0.837,296.26456,39.40596
CONFIRMED,54.4099612,1.56,513.0,16.35,5746.0,1.133,294.83102,46.659592
FALSE POSITIVE,9.12209336,28.17,863.0,131.35,5899.0,0.96,293.07834,42.277039
CONFIRMED,19.94752741,2.52,625.0,36.14,5749.0,0.864,288.95551,44.7057
CONFIRMED,13.84984567,1.45,977.0,214.98,5919.0,1.585,291.25018,49.231834
CONFIRMED,6.12479773,1.51,1140.0,399.43,6052.0,1.202,288.37024,43.35461
CONFIRMED,11.24284815,1.44,931.0,177.7,6052.0,1.202,288.37024,43.35461
CONFIRMED,4.02877097,1.21,1311.0,699.45,6052.0,1.202,288.37024,43.35461
CONFIRMED,8.92114318,1.27,1006.0,241.79,6052.0,1.202,288.37024,43.35461
CONFIRMED,7.81285862,1.68,1196.0,483.06,6237.0,1.543,288.10086,50.033718
CONFIRMED,18.01164974,1.83,900.0,155.37,6477.0,1.459,287.34573,43.378391
CONFIRMED,0.916142298,0.6,1212.0,507.47,4374.0,0.614,293.60873,42.197681
FALSE POSITIVE,0.597933473,1.24,2564.0,10196.42,6543.0,1.159,299.07883,40.832291
FALSE POSITIVE,2.69636494,1.24,1406.0,925.14,5653.0,1.139,283.73706,47.797131
CONFIRMED,6.99205021,1.06,1194.0,479.87,6057.0,1.467,299.16049,41.14373
CONFIRMED,12.0999065,1.39,807.0,100.37,5553.0,1.098,290.20163,48.185822
CONFIRMED,5.36375016,1.15,1059.0,296.73,5553.0,1.098,290.20163,48.185822
FALSE POSITIVE,3.17319407,0.91,1077.0,318.23,5369.0,0.784,296.88654,42.655079
FALSE POSITIVE,5.24368302,0.91,654.0,43.13,4194.0,0.629,291.89893,41.744492
CANDIDATE,5.1952021,1.37,836.0,115.35,5044.0,0.738,292.37903,39.435841
FALSE POSITIVE,0.591280187,1.3,2385.0,7620.01,6246.0,1.092,294.47125,40.278759
CONFIRMED,3.93766786,1.36,1947.0,3388.82,6277.0,2.741,283.45319,45.084141
CANDIDATE,31.6084371,1.89,634.0,38.1,6341.0,1.033,290.9288,47.887249
CANDIDATE,16.1558656,2.04,455.0,10.1,4504.0,0.53,297.27222,43.098721
FALSE POSITIVE,1.465943491,1.6,2472.0,8804.6,6230.0,2.19,297.3176,48.239368
CONFIRMED,28.45489091,6.08,769.0,82.7,6206.0,1.573,295.48651,51.0135
CONFIRMED,1.952711161,2.58,1403.0,917.15,5741.0,0.946,292.42749,38.472912
FALSE POSITIVE,0.620739667,29.28,2947.0,17924.29,6559.0,1.602,299.50751,40.477428
FALSE POSITIVE,0.587470828,51.02,3434.0,33039.47,5787.0,2.667,299.06491,41.508301
FALSE POSITIVE,0.934924739,2.29,3156.0,23533.0,6477.0,2.628,299.62952,47.479809
FALSE POSITIVE,25.7054557,1.75,670.0,47.76,6326.0,1.001,297.98141,39.900162
CONFIRMED,3.84822189,1.72,1283.0,641.53,5927.0,1.193,286.25443,41.02187
CONFIRMED,2.37752442,0.53,1278.0,632.62,5615.0,0.936,294.86688,46.790562
FALSE POSITIVE,2.62838097,1.01,1375.0,846.09,5884.0,1.07,299.35519,40.43306
CONFIRMED,1.877878538,0.78,1701.0,1977.35,6324.0,1.115,290.69373,48.701481
CANDIDATE,3.375716723,2.34,1472.0,1111.66,6310.0,1.282,290.48007,38.136688
CONFIRMED,35.3331932,1.55,670.0,47.52,5788.0,1.474,291.38599,41.990269
CONFIRMED,15.0896415,1.42,968.0,207.64,6063.0,1.613,282.49222,43.980209
CONFIRMED,5.30873978,1.08,1042.0,279.21,5914.0,0.955,286.95844,42.541382
CONFIRMED,3.89524296,1.13,956.0,197.66,5018.0,0.838,293.79358,40.240929
CONFIRMED,0.740926358,1.22,1873.0,2909.21,5618.0,0.874,289.19547,46.651699
CANDIDATE,75.8580035,2.72,281.0,1.47,4474.0,0.614,297.59085,40.81496
FALSE POSITIVE,1.352564873,1.45,2447.0,8505.97,6463.0,1.823,291.30753,44.457619
FALSE POSITIVE,7.72768833,1.89,899.0,154.46,5765.0,0.94,292.90903,40.152039
CONFIRMED,37.3033197,2.31,493.0,14.0,5646.0,0.817,297.19928,41.226429
CANDIDATE,10.16435076,1.99,1389.0,879.94,6133.0,2.71,286.58014,45.163822
FALSE POSITIVE,31.9729501,2.41,757.0,77.49,6007.0,1.759,292.11945,44.657928
CONFIRMED,14.8877665,1.96,831.0,112.85,6143.0,1.116,289.06485,50.460972
CONFIRMED,4.52158614,1.31,1214.0,513.68,5576.0,1.289,284.67538,44.41777
FALSE POSITIVE,2.007750531,1.64,1319.0,716.79,5645.0,0.865,295.33014,39.16254
CONFIRMED,7.03146295,1.38,1194.0,480.26,6170.0,1.499,289.92145,46.74456
CONFIRMED,54.2811949,2.07,604.0,31.45,6170.0,1.499,289.92145,46.74456
FALSE POSITIVE,0.596087893,1.92,2967.0,18259.79,6049.0,1.827,285.91943,38.871815
CONFIRMED,12.58229808,1.53,917.0,167.41,5587.0,1.423,293.73282,41.900829
FALSE POSITIVE,7.12684695,1.38,941.0,185.17,6050.0,0.896,285.98483,43.090912
FALSE POSITIVE,0.661749944,23.92,2420.0,8123.02,6363.0,1.198,292.5448,47.37191
FALSE POSITIVE,354.95118,2.53,303.0,1.99,6392.0,1.23,292.5448,47.37191
FALSE POSITIVE,1.35477049,0.8,1102.0,348.9,4414.0,0.689,293.72894,41.70121
FALSE POSITIVE,0.493393859,1.4,1505.0,1203.14,4474.0,0.614,297.59085,40.81496
CONFIRMED,11.95401876,2.1,525.0,17.92,4359.0,0.659,297.37332,40.366402
FALSE POSITIVE,2.48883033,0.64,1230.0,540.34,5615.0,0.833,293.25812,46.305729
FALSE POSITIVE,20.2340219,0.99,562.0,23.53,5528.0,0.71,298.76404,48.64492
CONFIRMED,0.88184263,1.24,1564.0,1419.46,5268.0,0.776,293.67047,41.410252
CONFIRMED,5.448321078,2.17,978.0,215.95,5721.0,0.905,292.97125,41.03577
CONFIRMED,1.116127169,1.0,1659.0,1797.63,5721.0,0.905,292.97125,41.03577
FALSE POSITIVE,195.613824,10.65,467.0,11.24,5970.0,2.229,298.98038,40.87204
CANDIDATE,237.787237,9.91,354.0,3.73,5185.0,1.853,294.75769,46.83112
CONFIRMED,3.833087643,2.25,1012.0,247.8,5397.0,0.831,292.38855,42.233261
CONFIRMED,9.37663713,1.89,1125.0,379.3,6237.0,1.543,288.10086,50.033718
CONFIRMED,5.62006198,1.45,772.0,84.01,4868.0,0.746,289.55301,41.297852
CONFIRMED,3.8259005,3.45,1005.0,241.25,5223.0,0.885,281.04916,43.322601
CONFIRMED,0.558841234,1.33,1787.0,2412.15,5151.0,0.792,294.59656,46.048302
CONFIRMED,9.33648141,2.39,577.0,26.22,4442.0,0.648,281.64774,48.271049
CONFIRMED,76.6139446,2.61,466.0,11.12,6173.0,1.03,291.24518,37.75906
CANDIDATE,0.698461304,14.81,5173.0,168689.02,4676.0,12.558,295.34222,48.856152
FALSE POSITIVE,1.545388842,0.56,1421.0,964.53,5782.0,0.767,297.86011,46.386261
CONFIRMED,1.289590179,1.38,1448.0,1040.23,5467.0,0.808,283.74142,49.067982
CONFIRMED,0.634003002,1.35,1714.0,2030.16,5226.0,0.75,290.99536,43.243938
FALSE POSITIVE,1.56859048,23.41,1693.0,1935.28,6248.0,1.002,293.81381,38.926201
CONFIRMED,22.8030252,1.29,843.0,119.6,6063.0,1.613,282.49222,43.980209
FALSE POSITIVE,0.623441939,13.89,3219.0,25489.88,5385.0,2.871,296.58734,50.490761
FALSE POSITIVE,5.24364571,25.01,1149.0,411.58,6197.0,1.056,291.85898,41.728489
CONFIRMED,8.98826122,1.39,864.0,131.92,5984.0,0.906,296.74643,43.045441
CANDIDATE,110.7556272,29.64,651.0,42.53,6525.0,2.668,297.84125,42.118252
FALSE POSITIVE,4.15743922,96.99,2089.0,4503.26,6529.0,3.131,284.54184,48.961281
CANDIDATE,14.4079035,23.4,624.0,35.81,5440.0,0.728,299.7915,44.281231
CONFIRMED,135.4978256,6.01,295.0,1.8,5307.0,0.757,295.8941,42.380451
CONFIRMED,22.2508509,2.07,539.0,20.01,5307.0,0.757,295.8941,42.380451
FALSE POSITIVE,8.53161917,54.6,891.0,148.92,5780.0,1.0,290.14175,37.741367
FALSE POSITIVE,0.526615152,1.46,2959.0,18152.32,5718.0,1.832,294.25339,42.062382
FALSE POSITIVE,0.690405794,1.04,1731.0,2129.33,5204.0,0.786,298.03104,42.052479
CONFIRMED,10.10773789,1.98,879.0,140.75,5480.0,1.174,290.57672,39.95689
CANDIDATE,7.0956395,1.2,989.0,225.73,5480.0,1.174,290.57672,39.95689
FALSE POSITIVE,1.844857057,0.97,1601.0,1548.86,6143.0,1.004,289.95581,38.463631
FALSE POSITIVE,18.0116764,2.02,695.0,55.07,6003.0,0.932,293.60394,39.388599
CONFIRMED,33.67280658,1.86,661.0,45.09,5587.0,1.423,293.73282,41.900829
CONFIRMED,3.00912491,1.22,1177.0,452.27,5713.0,0.893,291.5481,50.35331
CANDIDATE,79.2450351,3.33,404.0,6.33,5648.0,0.917,287.84833,39.358429
CONFIRMED,4.44589508,1.94,1063.0,302.6,5918.0,0.865,300.73239,44.107059
FALSE POSITIVE,2.023126394,0.92,1607.0,1582.75,6349.0,1.059,288.84711,47.022911
FALSE POSITIVE,10.63609504,1.36,728.0,66.5,5546.0,0.81,285.33636,46.31237
CONFIRMED,10.3108232,1.27,786.0,90.1,5708.0,0.893,288.11606,42.440418
FALSE POSITIVE,1.069842837,1.77,1433.0,998.07,4999.0,0.786,298.55927,40.604858
FALSE POSITIVE,1.077467951,31.06,2339.0,7064.38,6329.0,1.508,291.74017,38.014912
CANDIDATE,126.4451275,4.49,321.0,2.51,5613.0,0.795,294.53934,43.60778
FALSE POSITIVE,2.8736467,6.47,2866.0,15977.28,8173.0,3.169,284.6232,39.182411
FALSE POSITIVE,2.846517614,1.88,528.0,18.32,3468.0,0.32,300.08737,46.200695
CONFIRMED,211.032819,3.43,215.0,0.5,4658.0,0.686,293.29837,43.55587
CONFIRMED,1.716828304,0.74,1455.0,1056.84,5808.0,0.902,292.61511,42.764252
FALSE POSITIVE,0.755103143,1.49,2927.0,17302.11,5996.0,2.128,284.36902,40.718491
FALSE POSITIVE,20.71927223,2.51,818.0,105.78,5729.0,1.545,281.2738,47.774399
CONFIRMED,11.87457664,1.32,728.0,66.33,5523.0,0.88,291.02859,43.91367
CONFIRMED,109.6469948,4.85,428.0,7.95,5332.0,1.453,293.52756,41.111439
CONFIRMED,15.64588656,2.18,710.0,60.08,5896.0,0.916,289.31149,51.320862
FALSE POSITIVE,0.93375241,3.18,1594.0,1528.26,5402.0,0.815,292.77954,47.452099
FALSE POSITIVE,1.70336496,1.67,1484.0,1151.45,5881.0,0.915,293.09113,38.3521
FALSE POSITIVE,0.764174368,1.18,2241.0,5972.52,6321.0,1.125,293.07663,46.21801
FALSE POSITIVE,1.85373924,0.23,345.0,3.36,2661.0,0.116,289.84772,44.185783
CONFIRMED,7.06321927,1.21,827.0,110.22,5305.0,0.818,286.17053,43.008911
FALSE POSITIVE,0.584310213,23.09,2053.0,4190.91,5783.0,0.88,298.55576,41.034061
CONFIRMED,25.384175,2.44,649.0,42.01,6137.0,0.994,287.53577,48.727791
CONFIRMED,15.79196594,2.4,910.0,161.97,5758.0,1.704,285.31125,47.848564
CANDIDATE,5.77207177,1.54,915.0,165.58,5591.0,0.86,295.84747,40.006721
CANDIDATE,46.151253,2.08,423.0,7.59,5204.0,0.769,294.8418,39.91888
CONFIRMED,8.16733851,1.03,865.0,132.43,5808.0,0.902,292.61511,42.764252
CONFIRMED,12.81590421,2.26,939.0,183.68,5788.0,1.474,291.38599,41.990269
FALSE POSITIVE,79.99623328,40.73,717.0,62.49,6796.0,2.49,291.77182,41.098068
CONFIRMED,5.424749327,5.15,625.0,36.05,4137.0,0.591,294.23764,45.197105
CANDIDATE,165.3447044,6.98,301.0,1.93,5594.0,0.812,288.17789,47.36668
CONFIRMED,3.606940379,2.04,1046.0,283.23,5508.0,0.84,293.93347,40.59074
FALSE POSITIVE,69.2002312,45.24,585.0,27.66,7044.0,1.267,298.41934,40.440819
CONFIRMED,6.26404774,1.55,809.0,101.27,5032.0,0.817,284.83841,42.070431
CONFIRMED,23.1985852,2.61,793.0,93.34,5416.0,1.756,296.27771,46.89986
CONFIRMED,5.77721259,2.17,1260.0,596.37,5416.0,1.756,296.27771,46.89986
FALSE POSITIVE,0.905037231,1.1,2627.0,11199.46,6223.0,1.763,291.00287,44.899452
CONFIRMED,59.4969009,2.92,369.0,4.36,4817.0,0.833,289.53882,41.892818
CONFIRMED,10.61345333,1.77,987.0,224.63,5865.0,1.388,289.36441,41.53323
CONFIRMED,48.6303805,2.48,590.0,28.6,6075.0,1.352,285.19,46.027962
CONFIRMED,40.5289885,5.92,933.0,178.81,6443.0,3.086,300.34406,45.623219
FALSE POSITIVE,0.571940563,1.88,3320.0,28727.59,5827.0,2.286,282.31351,46.419399
FALSE POSITIVE,0.633514386,0.81,1357.0,807.27,4330.0,0.618,299.93927,45.83321
FALSE POSITIVE,17.4166143,1.84,723.0,64.73,5946.0,1.017,294.37619,38.75787
CONFIRMED,16.3583482,2.23,959.0,200.1,6133.0,1.765,295.37738,39.048031
FALSE POSITIVE,36.0054414,3.33,1024.0,259.71,7048.0,2.838,300.66025,45.853519
CONFIRMED,13.9093544,1.33,928.0,175.14,6052.0,1.424,297.94476,42.191879
CANDIDATE,97.4463194,3.05,283.0,1.52,4735.0,0.686,289.10992,39.68539
FALSE POSITIVE,1.257689465,2.45,1513.0,1244.66,5676.0,0.787,291.44766,38.149281
CONFIRMED,4.081411554,1.0,755.0,77.0,4498.0,0.635,291.46866,40.343849
CONFIRMED,11.41941928,0.99,536.0,19.47,4498.0,0.635,291.46866,40.343849
CONFIRMED,6.83440674,1.01,636.0,38.68,4498.0,0.635,291.46866,40.343849
CANDIDATE,174.636181,11.12,481.0,12.65,5974.0,2.232,295.66913,38.795841
CONFIRMED,24.4004378,2.47,437.0,8.64,4583.0,0.674,287.00909,46.796101
FALSE POSITIVE,4.029810359,1.77,1479.0,1132.21,5929.0,1.651,285.68408,38.262817
FALSE POSITIVE,1.287622419,0.87,1957.0,3450.59,6170.0,1.274,295.32401,40.902191
CONFIRMED,0.935115863,1.05,2124.0,4811.82,5874.0,1.297,284.04233,41.699139
CONFIRMED,3.57551429,0.89,1061.0,299.19,5213.0,0.917,283.56531,46.904251
CANDIDATE,1.791877025,1.48,2223.0,5787.99,6002.0,2.139,298.21527,45.406891
CONFIRMED,136.205112,2.35,248.0,0.89,4648.0,0.675,288.53854,40.87711
CONFIRMED,6.30922043,1.37,606.0,31.73,4380.0,0.53,287.82639,40.696602
CONFIRMED,2.94194296,1.22,988.0,225.15,4901.0,0.758,296.99655,49.25642
CANDIDATE,145.881936,1.8,424.0,7.63,6052.0,1.424,297.94476,42.191879
FALSE POSITIVE,1.146934644,1.39,1554.0,1382.04,5423.0,0.862,290.47311,37.9062
FALSE POSITIVE,1.245353252,1.48,1704.0,1996.55,5982.0,0.96,293.6076,42.058998
CONFIRMED,82.2001239,2.57,525.0,17.96,5758.0,1.704,285.31125,47.848564
CONFIRMED,15.3626052,1.8,608.0,32.23,5011.0,0.851,296.21518,39.52705
CONFIRMED,0.843379985,1.7,1541.0,1329.99,4818.0,0.856,295.82144,46.053028
CONFIRMED,6.56606941,1.83,777.0,86.27,4818.0,0.856,295.82144,46.053028
CONFIRMED,10.49566303,1.34,1009.0,244.59,6214.0,1.297,289.34732,44.208511
CANDIDATE,2.50343279,20.23,1147.0,408.12,5174.0,0.84,294.54373,40.313862
CANDIDATE,96.4562198,9.1,727.0,65.96,7029.0,2.704,284.41592,48.65802
CANDIDATE,44.5643831,5.8,940.0,184.67,7029.0,2.704,284.41592,48.65802
CONFIRMED,1.34155642,0.74,1642.0,1715.26,5779.0,0.97,283.74582,48.373432
CONFIRMED,8.48299282,0.8,879.0,141.04,5827.0,0.933,291.57422,38.655949
CONFIRMED,0.665025941,1.11,2174.0,5246.66,5884.0,1.07,296.23282,42.47279
CONFIRMED,234.635652,2.56,267.0,1.2,5422.0,0.885,288.15671,41.877972
CANDIDATE,253.374581,19.25,555.0,22.41,5177.0,5.949,296.7236,44.853142
CONFIRMED,13.32191461,2.88,1299.0,672.06,6995.0,2.274,295.15219,49.587601
CONFIRMED,7.69994466,0.92,969.0,208.61,5727.0,1.104,292.19971,42.046089
CONFIRMED,4.77466043,0.81,1137.0,395.06,5727.0,1.104,292.19971,42.046089
CONFIRMED,29.39337161,2.5,698.0,55.98,6075.0,1.352,285.19,46.027962
CONFIRMED,2.164570593,1.27,783.0,88.91,3941.0,0.554,285.06491,41.554871
FALSE POSITIVE,12.4258343,2.75,830.0,111.92,6185.0,0.991,297.58987,40.60194
FALSE POSITIVE,0.873227249,1.68,2152.0,5053.02,6341.0,1.111,287.69272,46.366928
CONFIRMED,2.88878583,0.84,1423.0,969.05,5696.0,1.331,282.63138,46.48111
CANDIDATE,21.1181653,2.89,1110.0,359.11,6461.0,2.566,281.69159,42.397549
CANDIDATE,5.06092282,0.98,998.0,234.93,5637.0,0.911,289.91742,40.828606
FALSE POSITIVE,7.37453336,87.08,1654.0,1770.84,5028.0,4.991,297.2952,42.011681
CONFIRMED,87.9724227,3.39,446.0,9.37,5837.0,1.159,298.83588,40.29314
CONFIRMED,0.568874717,1.49,1796.0,2473.19,5223.0,0.78,291.61188,42.115971
CANDIDATE,0.910020582,1.12,1127.0,380.16,4297.0,0.533,297.00354,44.775089
FALSE POSITIVE,22.023514,4.79,639.0,39.45,5860.0,0.936,299.59561,40.622822
CANDIDATE,1.07808492,1.01,1417.0,951.61,4906.0,0.814,287.72565,48.651379
CONFIRMED,56.5732318,2.69,356.0,3.79,4701.0,0.775,286.3718,43.691921
FALSE POSITIVE,1.846861455,2.23,1337.0,753.4,5591.0,0.86,295.77368,43.671951
CONFIRMED,3.568099612,1.36,1407.0,926.89,6007.0,1.334,297.01883,50.408981
CONFIRMED,132.9955503,2.51,241.0,0.8,4523.0,0.659,280.51175,44.159351
CONFIRMED,6.002548291,2.33,1209.0,504.79,6204.0,1.36,290.49512,38.795479
CONFIRMED,11.44865823,1.32,975.0,213.39,6204.0,1.36,290.49512,38.795479
CONFIRMED,24.85466504,7.61,1095.0,339.33,6967.0,2.527,295.6088,38.735741
CONFIRMED,60.92818866,2.78,467.0,11.28,5638.0,1.023,293.67532,41.295361
CONFIRMED,8.512037736,2.14,839.0,117.11,5767.0,0.881,287.08997,41.373878
FALSE POSITIVE,5.93720557,1.84,894.0,150.81,5857.0,0.712,289.1702,50.627621
FALSE POSITIVE,5.93719982,1.47,1059.0,297.14,6102.0,1.026,289.21481,50.650921
FALSE POSITIVE,1.63345402,24.87,1750.0,2211.18,6283.0,1.091,296.93594,44.161045
CONFIRMED,3.247548814,1.41,1181.0,460.67,5703.0,0.975,289.88065,51.277081
FALSE POSITIVE,14.022451457,14.93,810.0,101.92,6061.0,1.05,290.99692,37.199219
FALSE POSITIVE,2.442945167,38.29,1587.0,1499.89,5657.0,1.428,290.27777,37.78933
FALSE POSITIVE,1.312459403,1.65,2824.0,15018.33,6543.0,2.507,291.534,38.816261
CANDIDATE,11.1916199,1.47,782.0,88.34,5646.0,0.956,283.33533,47.208832
CONFIRMED,2.99792926,1.12,1616.0,1611.51,5888.0,1.645,282.69995,45.42577
CONFIRMED,60.8660974,1.39,244.0,0.84,3808.0,0.522,290.51019,38.743542
FALSE POSITIVE,2.11547854,1.66,1521.0,1264.56,6208.0,1.024,287.19815,38.42897
CANDIDATE,174.731515,3.0,287.0,1.6,5201.0,0.897,297.88464,48.00145
FALSE POSITIVE,5.54867998,0.68,882.0,143.26,5258.0,0.835,300.93738,45.49007
FALSE POSITIVE,1.22174063,0.46,1461.0,1081.5,5258.0,0.835,300.93738,45.49007
CONFIRMED,3.48412874,1.16,1132.0,389.41,5696.0,0.921,291.16437,45.318291
CONFIRMED,13.74883059,3.63,975.0,213.84,5862.0,1.67,289.08606,41.562958
CANDIDATE,0.858546796,0.88,1671.0,1846.35,5269.0,0.864,286.14804,43.369202
CANDIDATE,5.518195,0.46,969.0,208.54,5767.0,0.881,287.08997,41.373878
CONFIRMED,4.603575293,1.51,810.0,101.65,4783.0,0.741,297.354,41.300049
CONFIRMED,24.30784323,2.14,532.0,18.87,5313.0,0.82,299.31955,41.38464
CONFIRMED,19.67409703,1.78,711.0,60.37,6023.0,1.031,293.18033,41.61776
CONFIRMED,3.487688776,5.64,1445.0,1033.07,5576.0,1.593,283.25549,48.355232
CONFIRMED,81.737872,2.16,385.0,5.2,5559.0,0.873,297.48691,49.623451
CANDIDATE,75.1122132,23.23,777.0,86.18,6201.0,3.354,291.66418,38.619255
CONFIRMED,31.578651216,4.52,570.0,24.94,5733.0,0.99,284.47217,39.911812
FALSE POSITIVE,110.32167272,18.6,761.0,79.11,9244.0,2.025,290.85458,42.086922
CONFIRMED,5.88527364,1.59,1253.0,583.47,6070.0,1.431,281.91568,42.775509
FALSE POSITIVE,1.086486129,1.69,2539.0,9816.28,5911.0,2.0,289.32925,42.655811
CANDIDATE,3.76562031,19.39,1084.0,326.2,5743.0,0.853,294.96811,49.556511
CONFIRMED,86.1160885,3.11,441.0,8.93,6161.0,1.053,286.36157,42.963921
CONFIRMED,3.61460332,0.9,1397.0,900.38,5799.0,1.375,292.18011,49.20248
CONFIRMED,8.45744892,1.02,982.0,220.05,5903.0,1.137,288.45065,40.245327
CANDIDATE,2.46288834,0.67,1391.0,883.43,5893.0,0.967,296.85925,50.560162
CONFIRMED,3.82223397,1.05,601.0,30.84,3729.0,0.514,292.73764,42.014832
CONFIRMED,17.067644,1.62,769.0,82.56,6347.0,0.996,290.88831,51.248169
FALSE POSITIVE,5.78542702,1.91,1212.0,510.79,6555.0,1.178,297.42636,43.816502
CONFIRMED,29.6099055,1.74,629.0,37.12,5812.0,1.122,290.99167,40.229321
CONFIRMED,3.42390809,1.25,1212.0,508.75,5788.0,1.015,292.57336,46.36684
CONFIRMED,5.21104597,1.18,1107.0,354.82,6023.0,1.031,293.18033,41.61776
CONFIRMED,35.5969684,3.72,646.0,41.06,6212.0,1.209,293.92972,41.602871
FALSE POSITIVE,1.633107509,0.53,1083.0,324.97,4579.0,0.684,288.82303,42.542728
FALSE POSITIVE,66.1544958,3.33,315.0,2.33,4679.0,0.643,288.9256,42.531509
CONFIRMED,11.57890926,2.06,951.0,193.48,6156.0,1.303,296.46732,42.598785
CONFIRMED,10.10463142,1.59,1046.0,283.38,6070.0,1.431,281.91568,42.775509
CONFIRMED,42.88247951,3.61,709.0,59.6,6143.0,1.763,291.38776,44.52911
CONFIRMED,9.43414171,5.73,791.0,92.39,5578.0,0.886,289.22617,49.548199
CONFIRMED,22.95062278,2.17,873.0,137.23,6143.0,1.763,291.38776,44.52911
FALSE POSITIVE,498.391282,17.14,339.0,3.11,5134.0,3.107,299.67615,40.856491
CONFIRMED,125.6291479,10.02,388.0,5.35,5819.0,1.111,299.12244,41.86676
FALSE POSITIVE,45.1178526,2.78,517.0,16.87,5585.0,1.038,296.78445,43.619011
CONFIRMED,4.17939037,1.52,1194.0,478.98,5633.0,1.162,298.40137,44.838181
CANDIDATE,10.9192653,1.9,1107.0,355.29,5745.0,1.972,294.54041,44.190979
FALSE POSITIVE,0.803835923,0.78,2129.0,4863.18,6242.0,1.047,292.97775,38.42078
CONFIRMED,2.76263737,1.25,1231.0,544.05,5772.0,0.901,295.58649,49.666851
CONFIRMED,11.9216035,0.87,851.0,123.89,6006.0,1.082,281.11234,43.227791
CONFIRMED,6.80257947,0.73,1026.0,262.26,6006.0,1.082,281.11234,43.227791
CONFIRMED,8.70312154,0.72,945.0,188.7,6006.0,1.082,281.11234,43.227791
FALSE POSITIVE,1.332557603,19.88,1703.0,1983.27,6091.0,0.967,295.2374,46.81963
FALSE POSITIVE,11.32029599,8.02,811.0,102.12,5780.0,1.0,293.26605,45.350697
CONFIRMED,26.723169,2.31,781.0,88.1,5862.0,1.67,289.08606,41.562958
CONFIRMED,16.39926461,1.94,847.0,121.53,6156.0,1.303,296.46732,42.598785
CONFIRMED,18.73577127,2.1,568.0,24.66,5188.0,0.795,282.13553,43.039101
CONFIRMED,8.43639829,1.5,742.0,71.51,5188.0,0.795,282.13553,43.039101
CONFIRMED,13.78109471,1.42,402.0,6.17,3846.0,0.503,290.3815,43.292988
CONFIRMED,23.08902241,1.24,338.0,3.1,3846.0,0.503,290.3815,43.292988
CONFIRMED,6.02977241,1.18,1204.0,496.46,5576.0,1.593,283.25549,48.355232
CONFIRMED,135.1879934,2.32,345.0,3.33,5731.0,0.906,292.23492,42.909458
CONFIRMED,172.7046083,2.85,355.0,3.77,5851.0,1.116,290.62524,44.873959
CONFIRMED,988.8811177,10.81,223.0,0.58,5755.0,1.549,291.2012,51.144279
FALSE POSITIVE,44.14599042,121.48,624.0,35.87,6692.0,1.152,288.32147,51.726601
FALSE POSITIVE,1.411627439,2.99,1966.0,3523.63,6692.0,1.152,288.32147,51.726601
CONFIRMED,19.270825843,7.74,661.0,45.05,5779.0,0.956,285.57397,38.400902
CONFIRMED,5.05368985,1.21,1007.0,243.06,5772.0,0.901,295.58649,49.666851
FALSE POSITIVE,4.39049637,2.07,1637.0,1701.16,6429.0,1.908,282.25177,43.493759
CONFIRMED,13.1829329,1.84,661.0,45.19,5382.0,0.827,294.34164,46.49876
CONFIRMED,3.51575492,1.35,1033.0,269.57,5094.0,0.901,284.92859,42.42231
